1001_ITS_DIS_XX.wav|0.3466666666666667,0.012222222222222223,0,0,0
1001_IEO_HAP_HI.wav|0.03,0.165,0.381,0,0
1001_ITS_FEA_XX.wav|0.06666666666666667,0.10666666666666666,0.12777777777777766,0,0.14666666666666667
1001_DFA_DIS_XX.wav|0.16777777777777766,0.030000000000000002,0.07,0,0
1001_TIE_DIS_XX.wav|0.1311111111111111,0.14666666666666667,0,0,0
1001_IEO_HAP_MD.wav|0.43090909090909085,0,0.20545454545454547,0,0
1001_ITH_NEU_XX.wav|0.615,0,0.036,0,0.013000000000000001
1001_IWW_DIS_XX.wav|0.33399999999999996,0.095,0,0.007000000000000001,0
1001_ITS_ANG_XX.wav|0.089,0.077,0,0,0.05
1001_DFA_FEA_XX.wav|0.11444444444444445,0.043333333333333335,0,0,0.33666666666666667
1001_TIE_ANG_XX.wav|0.17181818181818184,0.2490909090909091,0,0,0
1001_TSI_ANG_XX.wav|0.18222222222222223,0.15777777777777777,0,0,0.026666666666666665
1001_IEO_FEA_LO.wav|0.292,0,0.16799999999999998,0.017,0.11000000000000001
1001_MTI_NEU_XX.wav|0.47777777777777775,0,0.03333333333333333,0,0
1001_IEO_SAD_HI.wav|0.46777777777777746,0.017777777777777778,0.03333333333333333,0,0
1001_TSI_DIS_XX.wav|0.3288888888888889,0.042222222222222223,0,0.06777777777777777,0.15222222222222237
1001_IWL_DIS_XX.wav|0.4366666666666667,0.09111111111111111,0,0,0
1001_DFA_ANG_XX.wav|0.09888888888888889,0.3155555555555553,0,0,0
1001_IOM_ANG_XX.wav|0.4660000000000002,0.05500000000000001,0,0,0.06
1001_IEO_HAP_LO.wav|0.4777777777777781,0,0.14222222222222236,0,0
1001_IWW_SAD_XX.wav|0.21777777777777776,0,0,0.042222222222222223,0.21555555555555556
1001_ITH_SAD_XX.wav|0.418,0,0,0.015,0.175
1001_MTI_ANG_XX.wav|0.5833333333333334,0,0,0,0
1001_IWL_SAD_XX.wav|0.4439999999999998,0.02,0,0,0
1001_TIE_SAD_XX.wav|0.53,0,0,0,0.028000000000000004
1001_IOM_DIS_XX.wav|0.396,0.087,0,0,0.012
1001_TAI_SAD_XX.wav|0.4357142857142854,0,0,0,0.03428571428571429
1001_IEO_DIS_MD.wav|0.5290909090909092,0.06909090909090909,0,0,0.03636363636363637
1001_ITH_FEA_XX.wav|0,0,0,0,0.5388888888888891
1001_IOM_SAD_XX.wav|0.32727272727272727,0.1527272727272727,0,0,0.06363636363636364
1001_TSI_FEA_XX.wav|0.1125,0,0,0,0.44000000000000006
1001_ITH_HAP_XX.wav|0.28000000000000014,0.04125,0.07375,0,0.13375000000000012
1001_TAI_NEU_XX.wav|0.4311111111111111,0,0,0.04111111111111111,0
1001_MTI_DIS_XX.wav|0.28,0.05777777777777778,0,0,0.006666666666666666
1001_IWL_FEA_XX.wav|0.23500000000000015,0.08375,0,0,0.10375000000000001
1001_IWL_HAP_XX.wav|0.257,0.122,0.005,0,0.05500000000000001
1001_ITH_ANG_XX.wav|0.2510000000000001,0.11699999999999999,0,0,0.069
1001_MTI_HAP_XX.wav|0.309,0.083,0.193,0,0.059
1001_IEO_SAD_MD.wav|0.337,0,0,0,0.005
1001_TSI_HAP_XX.wav|0.2466666666666667,0,0,0,0.33555555555555555
1001_TSI_NEU_XX.wav|0.705,0,0,0,0
1001_TIE_FEA_XX.wav|0.10090909090909092,0.2345454545454548,0,0,0.03909090909090909
1001_ITS_SAD_XX.wav|0.35,0,0,0.038,0.11200000000000002
1001_ITH_DIS_XX.wav|0.3409090909090909,0,0,0,0.16636363636363638
1001_WSI_FEA_XX.wav|0,0.4544444444444442,0,0,0
1001_IWL_ANG_XX.wav|0.06333333333333334,0.377777777777778,0,0,0
1001_DFA_NEU_XX.wav|0.35555555555555557,0.05888888888888889,0,0.04777777777777778,0.07666666666666667
1001_WSI_ANG_XX.wav|0,0.35700000000000004,0,0,0
1001_WSI_HAP_XX.wav|0.20222222222222236,0.21222222222222223,0.06666666666666667,0,0.08777777777777779
1001_MTI_FEA_XX.wav|0.33375,0.1475,0.03625,0,0.06375
1001_IEO_DIS_HI.wav|0,0.3245454545454546,0.034545454545454546,0,0
1001_TIE_HAP_XX.wav|0.2757142857142855,0.13714285714285715,0.12142857142857143,0,0
1001_TAI_ANG_XX.wav|0.33625000000000016,0.01375,0,0.055,0
1001_IWW_ANG_XX.wav|0.22285714285714286,0.014285714285714287,0,0,0
1001_TSI_SAD_XX.wav|0.365,0,0,0,0.1775
1001_MTI_SAD_XX.wav|0.5277777777777778,0,0,0,0.031111111111111114
1001_IEO_FEA_MD.wav|0.1399999999999999,0,0,0,0.2990909090909091
1001_TAI_DIS_XX.wav|0.2325,0.06625,0,0,0.0625
1001_TAI_FEA_XX.wav|0.04555555555555556,0.25666666666666665,0.1411111111111111,0,0.11555555555555556
1001_ITS_NEU_XX.wav|0.8244444444444442,0,0,0,0
1001_DFA_SAD_XX.wav|0.26,0.005555555555555556,0,0.05,0
1001_TIE_NEU_XX.wav|0.778,0,0,0,0
1001_IEO_SAD_LO.wav|0.516,0.020999999999999998,0,0.006,0
1001_IWW_NEU_XX.wav|0.518,0.08399999999999999,0,0,0.004
1001_IEO_FEA_HI.wav|0.0890909090909091,0.1690909090909091,0.023636363636363636,0,0.17363636363636376
1001_IWW_FEA_XX.wav|0,0.24875,0,0,0.07875
1001_WSI_DIS_XX.wav|0.30333333333333334,0.21555555555555556,0,0,0
1001_IWL_NEU_XX.wav|0.46299999999999997,0,0,0,0
1001_WSI_NEU_XX.wav|0.5724999999999998,0.065,0,0,0
1001_IEO_ANG_HI.wav|0.1111111111111111,0.17666666666666667,0,0,0
1002_IEO_NEU_XX.wav|0.7644444444444445,0,0,0,0.08888888888888889
1002_IEO_SAD_HI.wav|0.2288888888888889,0,0,0.25777777777777766,0.10444444444444445
1002_TSI_SAD_XX.wav|0.2869999999999998,0,0,0.11100000000000002,0.092
1002_TSI_FEA_XX.wav|0.412222222222222,0,0.042222222222222223,0,0.0811111111111111
1002_DFA_SAD_XX.wav|0.5111111111111111,0,0,0.04111111111111111,0
1002_IWL_FEA_XX.wav|0.2744444444444445,0,0,0.20555555555555569,0.10888888888888888
1002_ITH_ANG_XX.wav|0.068,0.054000000000000006,0.027000000000000003,0,0.062
1002_IEO_DIS_HI.wav|0.4037499999999997,0,0,0,0.08875
1002_IEO_HAP_LO.wav|0.194,0,0,0.064,0.33399999999999996
1002_IOM_NEU_XX.wav|0.5444444444444445,0,0,0.04111111111111111,0
1002_IEO_HAP_MD.wav|0.4555555555555553,0.007777777777777778,0.07222222222222223,0,0
1002_IEO_SAD_MD.wav|0.321,0,0.022,0.012,0.065
1002_DFA_HAP_XX.wav|0.146,0,0.31900000000000023,0,0.032
1002_TSI_ANG_XX.wav|0.02909090909090909,0.24545454545454548,0,0,0.051818181818181826
